VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
4550,KLIN SPIRITS LLC           ,7/11/2016,10865,6/25/2016,8/10/2016,106,"$2,089",10.03,None
4692,KOBRAND CORPORATION        ,7/5/2016,10866,6/25/2016,8/6/2016,503,"$5,846",30.99,None
90032,LABELLE VYDS AND WINERY    ,7/5/2016,10867,6/25/2016,8/4/2016,35,$348,1.91,None
4848,LAIRD & CO                 ,7/11/2016,10868,6/25/2016,8/6/2016,28,$162,0.73,None
4950,LATITUDE BEVERAGE COMPANY  ,7/5/2016,10869,6/25/2016,8/6/2016,157,$933,4.85,None
8352,LUXCO INC                  ,7/5/2016,10870,6/25/2016,8/13/2016,1038,"$8,092",36.42,None
9552,M S WALKER INC             ,7/4/2016,10871,6/25/2016,8/12/2016,7499,"$59,918",323.56,None
10000,MAJESTIC FINE WINES        ,7/10/2016,10872,6/25/2016,8/10/2016,3530,"$31,975",172.66,None
5270,MANGO BOTTLING INC         ,7/12/2016,10873,6/25/2016,8/15/2016,208,"$1,469",7.05,None
5455,MARSALLE COMPANY           ,7/5/2016,10874,6/25/2016,8/12/2016,12,$334,1.73,None
4425,MARTIGNETTI COMPANIES,7/7/2016,10875,6/25/2016,8/17/2016,16571,"$165,981",896.3,None
5992,MCCORMICK DISTILLING CO    ,7/5/2016,10876,6/25/2016,8/7/2016,51,$575,3.17,None
6213,MHW LTD                    ,7/12/2016,10877,6/25/2016,8/15/2016,721,"$7,525",34.61,None
8112,MOET HENNESSY USA INC      ,7/9/2016,10878,6/25/2016,8/11/2016,3343,"$63,071",283.82,None
6215,MOONLIGHT MEADERY          ,7/8/2016,10879,6/25/2016,8/4/2016,47,$425,2.08,None
6355,NICHE W & S                ,7/4/2016,10880,6/25/2016,8/13/2016,12,$176,0.85,None
6359,OLE SMOKY DISTILLERY LLC   ,7/8/2016,10881,6/25/2016,8/10/2016,22,$313,1.63,None
6785,PALM BAY INTERNATIONAL INC ,7/7/2016,10882,6/25/2016,8/9/2016,1275,"$9,318",47.52,None
6830,PARK STREET IMPORTS LLC    ,7/11/2016,10883,6/25/2016,8/16/2016,10,$124,0.6,None
10754,PERFECTA WINES             ,7/9/2016,10884,6/25/2016,8/10/2016,3026,"$20,794",99.81,None
17035,PERNOD RICARD USA          ,7/8/2016,10885,6/25/2016,8/11/2016,5636,"$85,185",460,None
9206,PHILLIPS PRODUCTS CO.      ,7/5/2016,10886,6/25/2016,8/15/2016,157,"$2,038",11.21,None
7153,PINE STATE TRADING CO      ,7/8/2016,10887,6/25/2016,8/6/2016,2313,"$15,833",76,None
7154,PREMIER DISTRIBUTORS       ,7/4/2016,10888,6/25/2016,8/13/2016,18,$200,1.06,None
7240,"PREMIUM PORT WINES, INC.   ",7/6/2016,10889,6/25/2016,8/18/2016,82,$645,3.03,None
7245,PROXIMO SPIRITS INC.       ,7/6/2016,10890,6/25/2016,8/7/2016,3054,"$34,358",178.66,None
7255,PSP WINES ,7/9/2016,10891,6/25/2016,8/19/2016,30,$178,0.92,None
7239,REMY COINTREAU USA INC     ,7/12/2016,10892,6/25/2016,8/15/2016,643,"$13,850",70.64,None
8004,SAZERAC CO INC             ,7/6/2016,10893,6/25/2016,8/11/2016,5810,"$38,769",189.97,None
660,SAZERAC NORTH AMERICA INC. ,7/8/2016,10894,6/25/2016,8/12/2016,2536,"$18,147",87.1,None
17033,SEA BREEZE CELLARS LLC     ,7/12/2016,10895,6/25/2016,8/9/2016,16,$381,1.75,None
8150,SEA HAGG DISTILLERY LLC    ,7/6/2016,10896,6/25/2016,8/10/2016,63,$643,2.89,None
98450,Serralles Usa LLC          ,7/8/2016,10897,6/25/2016,8/14/2016,39,$588,2.82,None
8320,SHAW ROSS INT L IMP LTD    ,7/6/2016,10898,6/25/2016,8/14/2016,387,"$4,208",19.36,None
3089,SIDNEY FRANK IMPORTING CO  ,7/9/2016,10899,6/25/2016,8/11/2016,500,"$6,044",32.64,None
28750,SMOKY QUARTZ DISTILLERY LLC,7/12/2016,10900,6/25/2016,8/21/2016,12,$264,1.4,None
2000,SOUTHERN WINE & SPIRITS NE ,7/8/2016,10901,6/25/2016,8/11/2016,2765,"$21,842",98.29,None
653,STATE WINE & SPIRITS   ,7/4/2016,10902,6/25/2016,8/10/2016,696,"$7,722",41.7,None
8673,STE MICHELLE WINE ESTATES  ,7/11/2016,10903,6/25/2016,8/10/2016,3063,"$20,194",96.93,None
12331,STELLAR IMPORTING CO LLC   ,7/12/2016,10904,6/25/2016,8/19/2016,36,$249,1.17,None
8664,"STOLI GROUP,(USA) LLC      ",7/6/2016,10905,6/25/2016,8/12/2016,983,"$14,551",65.48,None
90056,SWEET BABY VINEYARD        ,7/4/2016,10906,6/25/2016,8/21/2016,50,$418,2.13,None
8920,TAKARA SAKE USA INC        ,7/8/2016,10907,6/25/2016,8/10/2016,36,$165,0.91,None
173357,TAMWORTH DISTILLING        ,7/12/2016,10908,6/25/2016,8/19/2016,42,$814,4.23,None
9819,TREASURY WINE ESTATES      ,7/11/2016,10909,6/25/2016,8/8/2016,2794,"$15,312",76.56,None
8892,TRINCHERO FAMILY ESTATES   ,7/9/2016,10910,6/25/2016,8/18/2016,1508,"$9,262",48.16,None
9165,ULTRA BEVERAGE COMPANY LLP ,7/10/2016,10911,6/25/2016,8/20/2016,7437,"$80,783",411.99,None
90010,VINEXTRA INC               ,7/5/2016,10912,6/25/2016,8/4/2016,24,$188,0.88,None
1587,VINEYARD BRANDS INC        ,7/7/2016,10913,6/25/2016,8/18/2016,1199,"$7,442",33.49,None
90024,VINILANDIA USA             ,7/8/2016,10914,6/25/2016,8/19/2016,310,"$2,608",13.3,None
1601,VRANKEN AMERICA            ,7/4/2016,10915,6/25/2016,8/5/2016,34,$384,2.04,None
9625,WESTERN SPIRITS BEVERAGE CO,7/9/2016,10916,6/25/2016,8/8/2016,252,"$1,110",5.33,None
3664,WILLIAM GRANT & SONS INC   ,7/7/2016,10917,6/25/2016,8/11/2016,986,"$17,210",91.21,None
9815,WINE GROUP INC             ,7/4/2016,10918,6/25/2016,8/4/2016,4592,"$26,421",137.39,None
90058,ZORVINO VINEYARDS          ,7/11/2016,10919,6/25/2016,8/19/2016,60,$451,2.39,None
60,ADAMBA IMPORTS INTL INC    ,7/18/2016,10968,6/29/2016,8/28/2016,128,"$2,083",10.62,None
1703,ALISA CARR BEVERAGES           ,7/18/2016,10982,6/30/2016,8/14/2016,2,$156,0.79,None
105,ALTAMAR BRANDS LLC         ,7/11/2016,10998,7/1/2016,8/12/2016,11,$393,1.92,None
200,AMERICAN SPIRITS EXCHANGE  ,7/19/2016,10951,6/28/2016,8/23/2016,12,$117,0.55,None
4466,AMERICAN VINTAGE BEVERAGE  ,7/11/2016,10969,6/29/2016,8/18/2016,94,$993,5.06,None
388,ATLANTIC IMPORTING COMPANY ,7/11/2016,10970,6/29/2016,8/17/2016,30,$640,3.33,None
480,BACARDI USA INC            ,7/14/2016,10999,7/1/2016,8/18/2016,45585,"$614,735",3012.2,Frank Delahunt
516,BANFI PRODUCTS CORP        ,7/13/2016,11000,7/1/2016,8/23/2016,3792,"$26,818",147.5,None
1128,BROWN-FORMAN CORP          ,7/11/2016,10971,6/29/2016,8/11/2016,24220,"$360,832",1768.08,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,7/18/2016,10983,6/30/2016,8/13/2016,168,"$3,758",19.92,None
1273,CALEDONIA SPIRITS INC      ,7/16/2016,10984,6/30/2016,8/18/2016,185,"$5,458",28.93,None
11567,CAMPARI AMERICA            ,7/17/2016,10985,6/30/2016,8/18/2016,12280,"$135,132",635.12,None
90046,CANDIA VINEYARDS           ,7/17/2016,10952,6/28/2016,8/14/2016,24,$353,1.91,None
1485,CASTLE BRANDS CORP.        ,7/13/2016,11001,7/1/2016,8/28/2016,2951,"$45,032",207.15,None
2876,CENTEUR IMPORTS LLC        ,7/18/2016,11002,7/1/2016,8/19/2016,6,$57,0.3,None
4380,CHARLES JACQUIN ET CIE INC ,7/14/2016,10920,6/26/2016,8/19/2016,1162,"$8,116",44.64,None
1650,Circa Wines                ,7/15/2016,10921,6/26/2016,8/23/2016,60,$637,3.5,None
1392,CONSTELLATION BRANDS INC   ,7/17/2016,10986,6/30/2016,8/27/2016,64024,"$454,689",2455.32,Frank Delahunt
90047,CRUSH WINES                ,7/15/2016,10922,6/26/2016,8/17/2016,442,"$3,770",18.85,None
2242,DELICATO VINEYARDS INC     ,7/16/2016,10987,6/30/2016,8/19/2016,5484,"$40,810",204.05,None
1590,DIAGEO CHATEAU ESTATE WINES,7/13/2016,11003,7/1/2016,8/11/2016,3308,"$23,930",131.62,None
3960,DIAGEO NORTH AMERICA INC   ,7/16/2016,10936,6/27/2016,8/13/2016,131712,"$1,377,225",7574.74,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,7/14/2016,11004,7/1/2016,8/18/2016,2376,"$25,619",122.97,None
2450,DJINN SPIRITS LLC          ,7/16/2016,11005,7/1/2016,8/24/2016,47,"$1,005",5.12,None
2496,DUGGANS DISTILLED PRODUCTS ,7/16/2016,10988,6/30/2016,8/14/2016,221,"$2,768",13.01,None
17037,Dunn Wine Brokers          ,7/11/2016,11006,7/1/2016,8/27/2016,70,$845,3.89,None
3252,E & J GALLO WINERY         ,7/13/2016,10953,6/28/2016,8/14/2016,41235,"$286,221",1373.86,Frank Delahunt
2561,EDRINGTON AMERICAS         ,7/12/2016,10954,6/28/2016,8/23/2016,1548,"$41,937",226.46,None
1655,FABRIZIA SPIRITS LLC       ,7/19/2016,10923,6/26/2016,8/21/2016,824,"$11,445",59.52,None
17031,FLAG HILL WINERY & VINEYARD,7/16/2016,10989,6/30/2016,8/24/2016,496,"$6,614",31.75,None
90011,FORTUNE WINE BROKERS LLC   ,7/15/2016,11007,7/1/2016,8/18/2016,70,$624,2.93,None
9744,FREDERICK WILDMAN & SONS   ,7/15/2016,10924,6/26/2016,8/20/2016,1029,"$11,785",54.21,None
90051,FULCHINO VINEYARD INC      ,7/13/2016,10925,6/26/2016,8/23/2016,12,$121,0.59,None
3924,HEAVEN HILL DISTILLERIES   ,7/19/2016,10937,6/27/2016,8/22/2016,9659,"$83,282",399.76,None
3950,"HOOD RIVER DISTILLERS, Inc.",7/12/2016,11008,7/1/2016,8/20/2016,3,$65,0.36,None
90053,INCREDIBREW INC            ,7/11/2016,11009,7/1/2016,8/26/2016,36,$319,1.53,None
17032,JEWELL TOWNE VINEYARDS     ,7/12/2016,11010,7/1/2016,8/14/2016,143,"$1,124",5.39,None
12546,JIM BEAM BRANDS COMPANY    ,7/13/2016,10938,6/27/2016,8/16/2016,62299,"$598,229",3170.61,Frank Delahunt
4550,KLIN SPIRITS LLC           ,7/15/2016,10926,6/26/2016,8/12/2016,231,"$3,787",17.8,None
4692,KOBRAND CORPORATION        ,7/12/2016,11011,7/1/2016,8/23/2016,2845,"$37,708",184.77,None
90032,LABELLE VYDS AND WINERY    ,7/15/2016,10927,6/26/2016,8/14/2016,168,"$1,819",9.46,None
4848,LAIRD & CO                 ,7/12/2016,10955,6/28/2016,8/21/2016,336,"$2,854",14.27,None
4950,LATITUDE BEVERAGE COMPANY  ,7/19/2016,10956,6/28/2016,8/18/2016,1050,"$6,285",28.91,None
8352,LUXCO INC                  ,7/19/2016,10939,6/27/2016,8/13/2016,5981,"$48,171",226.4,None
9552,M S WALKER INC             ,7/13/2016,10972,6/29/2016,8/21/2016,30355,"$242,891",1238.75,None
10000,MAJESTIC FINE WINES        ,7/12/2016,10940,6/27/2016,8/14/2016,18165,"$139,568",642.01,None
5270,MANGO BOTTLING INC         ,7/13/2016,10941,6/27/2016,8/24/2016,1645,"$11,780",64.79,None
5455,MARSALLE COMPANY           ,7/12/2016,10942,6/27/2016,8/24/2016,98,"$2,805",14.3,None
4425,MARTIGNETTI COMPANIES,7/13/2016,10943,6/27/2016,8/28/2016,73861,"$804,865",4024.32,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,7/18/2016,10944,6/27/2016,8/11/2016,907,"$8,649",38.92,None
6213,MHW LTD                    ,7/11/2016,11012,7/1/2016,8/22/2016,4758,"$51,320",230.94,None
8112,MOET HENNESSY USA INC      ,7/14/2016,10957,6/28/2016,8/14/2016,11702,"$232,359",1115.32,None
6215,MOONLIGHT MEADERY          ,7/12/2016,10990,6/30/2016,8/11/2016,168,"$1,496",7.78,None
6355,NICHE W & S                ,7/18/2016,10958,6/28/2016,8/18/2016,78,"$1,147",6.08,None
6359,OLE SMOKY DISTILLERY LLC   ,7/18/2016,11013,7/1/2016,8/15/2016,204,"$2,953",13.88,None
6785,PALM BAY INTERNATIONAL INC ,7/15/2016,11014,7/1/2016,8/21/2016,6980,"$49,257",241.36,None
6830,PARK STREET IMPORTS LLC    ,7/13/2016,10928,6/26/2016,8/11/2016,57,$707,3.18,None
10754,PERFECTA WINES             ,7/11/2016,10991,6/30/2016,8/26/2016,9574,"$90,643",407.89,None
17035,PERNOD RICARD USA          ,7/12/2016,10973,6/29/2016,8/26/2016,46622,"$682,199",3274.56,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,7/13/2016,10945,6/27/2016,8/18/2016,1155,"$13,203",64.7,None
7153,PINE STATE TRADING CO      ,7/12/2016,10959,6/28/2016,8/16/2016,11113,"$80,153",360.69,None
90027,POVERTY LANE ORCHARDS      ,7/16/2016,10974,6/29/2016,8/12/2016,12,$97,0.5,None
7154,PREMIER DISTRIBUTORS       ,7/15/2016,10960,6/28/2016,8/27/2016,91,"$1,386",6.38,None
7240,"PREMIUM PORT WINES, INC.   ",7/16/2016,11015,7/1/2016,8/17/2016,75,$542,2.6,None
7245,PROXIMO SPIRITS INC.       ,7/12/2016,11016,7/1/2016,8/21/2016,21696,"$258,531",1318.51,Frank Delahunt
7255,PSP WINES ,7/12/2016,11017,7/1/2016,8/26/2016,473,"$3,666",16.87,None
7749,R.P.IMPORTS INC            ,7/12/2016,10975,6/29/2016,8/12/2016,6,$584,2.63,None
7239,REMY COINTREAU USA INC     ,7/16/2016,10976,6/29/2016,8/26/2016,4155,"$99,348",476.87,None
10050,Russian Standard Vodka     ,7/11/2016,10992,6/30/2016,8/28/2016,114,"$1,526",8.24,None
8004,SAZERAC CO INC             ,7/11/2016,10946,6/27/2016,8/13/2016,41266,"$282,899",1386.2,Frank Delahunt
660,SAZERAC NORTH AMERICA INC. ,7/14/2016,10929,6/26/2016,8/27/2016,11972,"$86,005",404.22,None
17033,SEA BREEZE CELLARS LLC     ,7/17/2016,11018,7/1/2016,8/20/2016,140,"$1,915",10.53,None
8150,SEA HAGG DISTILLERY LLC    ,7/19/2016,10961,6/28/2016,8/18/2016,161,"$1,729",7.95,None
98450,Serralles Usa LLC          ,7/17/2016,11019,7/1/2016,8/20/2016,300,"$4,267",21.76,None
8320,SHAW ROSS INT L IMP LTD    ,7/17/2016,10930,6/26/2016,8/13/2016,1923,"$18,589",91.09,None
3089,SIDNEY FRANK IMPORTING CO  ,7/19/2016,11020,7/1/2016,8/16/2016,4071,"$42,309",207.31,None
28750,SMOKY QUARTZ DISTILLERY LLC,7/11/2016,10993,6/30/2016,8/24/2016,60,"$1,306",6.4,None
2000,SOUTHERN WINE & SPIRITS NE ,7/12/2016,10962,6/28/2016,8/21/2016,11054,"$97,273",525.28,None
653,STATE WINE & SPIRITS   ,7/15/2016,10994,6/30/2016,8/25/2016,4284,"$46,283",254.56,None
8673,STE MICHELLE WINE ESTATES  ,7/12/2016,10963,6/28/2016,8/18/2016,12223,"$85,625",385.31,None
12331,STELLAR IMPORTING CO LLC   ,7/14/2016,10995,6/30/2016,8/11/2016,24,$153,0.69,None
8664,"STOLI GROUP,(USA) LLC      ",7/13/2016,10964,6/28/2016,8/13/2016,6674,"$118,174",555.42,None
8735,SURVILLE ENTERPRISES CORP  ,7/14/2016,10996,6/30/2016,8/28/2016,129,$920,4.88,None
90056,SWEET BABY VINEYARD        ,7/17/2016,10977,6/29/2016,8/12/2016,407,"$3,386",15.24,None
172662,SWEETWATER FARM         ,7/12/2016,10965,6/28/2016,8/16/2016,54,"$1,178",5.54,None
8920,TAKARA SAKE USA INC        ,7/19/2016,11021,7/1/2016,8/11/2016,225,"$1,188",6.53,None
28776,TALL SHIP DISTILLERY LLC   ,7/17/2016,10978,6/29/2016,8/20/2016,30,$633,3.04,None
173357,TAMWORTH DISTILLING        ,7/16/2016,10931,6/26/2016,8/12/2016,56,"$1,085",5.75,None
90017,THE IMPORTED GRAPE LLC     ,7/14/2016,10979,6/29/2016,8/14/2016,84,$589,3.12,None
90037,THE PIERPONT GROUP LLC     ,7/15/2016,10980,6/29/2016,8/24/2016,15,$105,0.49,None
9819,TREASURY WINE ESTATES      ,7/13/2016,10932,6/26/2016,8/17/2016,15972,"$92,580",509.19,None
8892,TRINCHERO FAMILY ESTATES   ,7/18/2016,10933,6/26/2016,8/22/2016,7480,"$48,448",232.55,None
9260,TY KU LLC                  ,7/19/2016,10966,6/28/2016,8/23/2016,82,$819,3.93,None
9165,ULTRA BEVERAGE COMPANY LLP ,7/14/2016,10947,6/27/2016,8/26/2016,24822,"$315,420",1640.19,Frank Delahunt
9751,VINEDREA WINES LLC         ,7/11/2016,10948,6/27/2016,8/28/2016,4,$91,0.48,None
90010,VINEXTRA INC               ,7/17/2016,11022,7/1/2016,8/28/2016,215,"$3,007",15.94,None
1587,VINEYARD BRANDS INC        ,7/12/2016,11023,7/1/2016,8/19/2016,3964,"$29,361",143.87,None
90024,VINILANDIA USA             ,7/19/2016,10967,6/28/2016,8/15/2016,1504,"$12,631",65.68,None
1601,VRANKEN AMERICA            ,7/13/2016,10934,6/26/2016,8/13/2016,225,"$2,852",13.98,None
9622,WEIN BAUER INC             ,7/11/2016,10997,6/30/2016,8/26/2016,96,"$1,832",8.98,None
9625,WESTERN SPIRITS BEVERAGE CO,7/14/2016,10949,6/27/2016,8/27/2016,2415,"$9,368",45.9,None
3664,WILLIAM GRANT & SONS INC   ,7/15/2016,10981,6/29/2016,8/13/2016,7519,"$153,257",766.28,None
9815,WINE GROUP INC             ,7/19/2016,10950,6/27/2016,8/18/2016,22903,"$129,304",607.73,None
90058,ZORVINO VINEYARDS          ,7/19/2016,10935,6/26/2016,8/20/2016,166,"$1,338",6.02,None
60,ADAMBA IMPORTS INTL INC    ,7/20/2016,11108,7/8/2016,8/22/2016,105,"$1,650",7.92,None
4466,AMERICAN VINTAGE BEVERAGE  ,7/19/2016,11085,7/6/2016,9/4/2016,601,"$5,883",31.18,None
287,APPOLO VINEYARDS LLC       ,7/20/2016,11093,7/7/2016,9/2/2016,24,$251,1.33,None
388,ATLANTIC IMPORTING COMPANY ,7/25/2016,11024,7/3/2016,8/20/2016,183,"$3,902",18.34,None
480,BACARDI USA INC            ,7/24/2016,11067,7/5/2016,8/24/2016,48407,"$653,538",3071.63,Frank Delahunt
516,BANFI PRODUCTS CORP        ,7/20/2016,11068,7/5/2016,8/19/2016,3989,"$26,786",141.97,None
2396,BLACK PRINCE DISTILLERY INC,7/26/2016,11025,7/3/2016,9/3/2016,12,$52,0.26,None
1128,BROWN-FORMAN CORP          ,7/22/2016,11109,7/8/2016,9/1/2016,20354,"$320,836",1540.01,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,7/24/2016,11094,7/7/2016,8/28/2016,109,"$2,378",12.6,None
1273,CALEDONIA SPIRITS INC      ,7/23/2016,11046,7/4/2016,8/22/2016,136,"$4,020",20.9,None
11567,CAMPARI AMERICA            ,7/26/2016,11069,7/5/2016,9/2/2016,12445,"$80,382",369.75,None
90046,CANDIA VINEYARDS           ,7/20/2016,11110,7/8/2016,8/22/2016,36,$474,2.37,None
1485,CASTLE BRANDS CORP.        ,7/24/2016,11047,7/4/2016,9/3/2016,2077,"$32,202",177.11,None
4380,CHARLES JACQUIN ET CIE INC ,7/22/2016,11070,7/5/2016,8/27/2016,1283,"$8,088",42.06,None
1650,Circa Wines                ,7/18/2016,11111,7/8/2016,8/31/2016,20,$253,1.37,None
1392,CONSTELLATION BRANDS INC   ,7/18/2016,11071,7/5/2016,9/3/2016,44771,"$321,494",1543.17,Frank Delahunt
90047,CRUSH WINES                ,7/18/2016,11026,7/3/2016,8/24/2016,559,"$6,073",32.79,None
2242,DELICATO VINEYARDS INC     ,7/20/2016,11027,7/3/2016,8/28/2016,2367,"$19,242",101.98,None
1590,DIAGEO CHATEAU ESTATE WINES,7/18/2016,11072,7/5/2016,8/23/2016,2114,"$14,606",78.87,None
3960,DIAGEO NORTH AMERICA INC   ,7/26/2016,11028,7/3/2016,8/18/2016,131032,"$1,160,976",6269.27,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,7/24/2016,11095,7/7/2016,9/1/2016,1432,"$16,231",84.4,None
2450,DJINN SPIRITS LLC          ,7/25/2016,11096,7/7/2016,8/31/2016,23,$479,2.25,None
2496,DUGGANS DISTILLED PRODUCTS ,7/18/2016,11112,7/8/2016,8/21/2016,154,"$2,650",12.99,None
17037,Dunn Wine Brokers          ,7/20/2016,11073,7/5/2016,9/3/2016,47,$555,2.5,None
3252,E & J GALLO WINERY         ,7/18/2016,11074,7/5/2016,9/3/2016,29595,"$207,995",998.38,None
2561,EDRINGTON AMERICAS         ,7/18/2016,11029,7/3/2016,8/27/2016,1388,"$36,401",167.44,None
1655,FABRIZIA SPIRITS LLC       ,7/23/2016,11048,7/4/2016,8/21/2016,537,"$7,384",33.23,None
17031,FLAG HILL WINERY & VINEYARD,7/25/2016,11075,7/5/2016,8/21/2016,296,"$3,570",17.14,None
90011,FORTUNE WINE BROKERS LLC   ,7/19/2016,11049,7/4/2016,9/3/2016,154,"$1,274",5.99,None
9744,FREDERICK WILDMAN & SONS   ,7/19/2016,11030,7/3/2016,9/1/2016,954,"$10,194",49.95,None
90051,FULCHINO VINEYARD INC      ,7/18/2016,11097,7/7/2016,8/30/2016,12,$121,0.65,None
3924,HEAVEN HILL DISTILLERIES   ,7/22/2016,11086,7/6/2016,9/3/2016,7283,"$64,136",352.75,None
3950,"HOOD RIVER DISTILLERS, Inc.",7/19/2016,11076,7/5/2016,8/25/2016,12,$213,1.06,None
90053,INCREDIBREW INC            ,7/25/2016,11098,7/7/2016,8/20/2016,36,$312,1.5,None
17032,JEWELL TOWNE VINEYARDS     ,7/23/2016,11031,7/3/2016,8/22/2016,104,$806,4.11,None
12546,JIM BEAM BRANDS COMPANY    ,7/19/2016,11099,7/7/2016,8/31/2016,62128,"$535,531",2731.21,Frank Delahunt
4550,KLIN SPIRITS LLC           ,7/24/2016,11032,7/3/2016,8/22/2016,77,"$1,260",6.55,None
4692,KOBRAND CORPORATION        ,7/21/2016,11087,7/6/2016,8/22/2016,2011,"$22,085",108.22,None
90032,LABELLE VYDS AND WINERY    ,7/26/2016,11113,7/8/2016,9/3/2016,185,"$1,991",10.75,None
4848,LAIRD & CO                 ,7/22/2016,11033,7/3/2016,9/1/2016,234,"$1,851",9.25,None
4950,LATITUDE BEVERAGE COMPANY  ,7/23/2016,11050,7/4/2016,8/18/2016,551,"$3,392",18.31,None
8352,LUXCO INC                  ,7/22/2016,11051,7/4/2016,8/18/2016,10544,"$57,427",304.36,None
9552,M S WALKER INC             ,7/22/2016,11114,7/8/2016,8/29/2016,26334,"$210,638",1116.38,None
10000,MAJESTIC FINE WINES        ,7/26/2016,11052,7/4/2016,8/25/2016,9612,"$73,808",383.8,None
5270,MANGO BOTTLING INC         ,7/23/2016,11077,7/5/2016,9/3/2016,193,"$1,495",6.73,None
5455,MARSALLE COMPANY           ,7/25/2016,11100,7/7/2016,8/31/2016,48,"$1,443",7.65,None
4425,MARTIGNETTI COMPANIES,7/25/2016,11053,7/4/2016,8/22/2016,49694,"$510,296",2806.63,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,7/23/2016,11054,7/4/2016,8/30/2016,538,"$8,296",39.82,None
6213,MHW LTD                    ,7/22/2016,11034,7/3/2016,8/27/2016,4243,"$43,668",209.6,None
8112,MOET HENNESSY USA INC      ,7/21/2016,11101,7/7/2016,8/29/2016,9265,"$215,146",1054.21,None
6215,MOONLIGHT MEADERY          ,7/26/2016,11115,7/8/2016,8/25/2016,143,"$1,271",5.97,None
6355,NICHE W & S                ,7/18/2016,11055,7/4/2016,8/25/2016,41,$603,2.95,None
6359,OLE SMOKY DISTILLERY LLC   ,7/23/2016,11056,7/4/2016,8/24/2016,221,"$3,181",15.27,None
6785,PALM BAY INTERNATIONAL INC ,7/22/2016,11057,7/4/2016,8/27/2016,6997,"$51,600",263.16,None
6830,PARK STREET IMPORTS LLC    ,7/19/2016,11102,7/7/2016,8/20/2016,31,$384,2.11,None
10754,PERFECTA WINES             ,7/22/2016,11035,7/3/2016,8/18/2016,8602,"$76,370",366.58,None
17035,PERNOD RICARD USA          ,7/22/2016,11103,7/7/2016,8/27/2016,36696,"$537,702",2742.28,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,7/21/2016,11116,7/8/2016,8/29/2016,675,"$8,424",44.64,None
7153,PINE STATE TRADING CO      ,7/21/2016,11058,7/4/2016,8/20/2016,7928,"$56,224",275.5,None
7154,PREMIER DISTRIBUTORS       ,7/23/2016,11059,7/4/2016,8/18/2016,53,$794,3.65,None
7240,"PREMIUM PORT WINES, INC.   ",7/18/2016,11036,7/3/2016,8/25/2016,135,$992,5.06,None
7245,PROXIMO SPIRITS INC.       ,7/22/2016,11088,7/6/2016,8/27/2016,14386,"$159,553",717.99,None
7255,PSP WINES ,7/19/2016,11104,7/7/2016,8/21/2016,524,"$3,820",20.63,None
7239,REMY COINTREAU USA INC     ,7/23/2016,11078,7/5/2016,8/21/2016,3877,"$91,228",437.89,None
10050,Russian Standard Vodka     ,7/22/2016,11037,7/3/2016,8/23/2016,89,"$1,335",7.34,None
8004,SAZERAC CO INC             ,7/25/2016,11038,7/3/2016,9/3/2016,26674,"$194,193",932.13,None
660,SAZERAC NORTH AMERICA INC. ,7/24/2016,11079,7/5/2016,8/30/2016,8810,"$65,213",358.67,None
17033,SEA BREEZE CELLARS LLC     ,7/24/2016,11089,7/6/2016,8/31/2016,94,$780,3.51,None
8150,SEA HAGG DISTILLERY LLC    ,7/20/2016,11117,7/8/2016,8/21/2016,703,"$7,550",37,None
98450,Serralles Usa LLC          ,7/21/2016,11080,7/5/2016,8/19/2016,129,"$1,973",10.46,None
8320,SHAW ROSS INT L IMP LTD    ,7/25/2016,11090,7/6/2016,8/18/2016,1172,"$10,421",48.98,None
3089,SIDNEY FRANK IMPORTING CO  ,7/20/2016,11081,7/5/2016,8/21/2016,2457,"$25,992",129.96,None
28750,SMOKY QUARTZ DISTILLERY LLC,7/25/2016,11039,7/3/2016,8/29/2016,48,"$1,057",5.82,None
2000,SOUTHERN WINE & SPIRITS NE ,7/20/2016,11060,7/4/2016,8/29/2016,7350,"$62,816",301.52,None
653,STATE WINE & SPIRITS   ,7/18/2016,11082,7/5/2016,9/2/2016,2695,"$24,838",129.16,None
8673,STE MICHELLE WINE ESTATES  ,7/23/2016,11040,7/3/2016,8/20/2016,8184,"$58,836",311.83,None
12331,STELLAR IMPORTING CO LLC   ,7/20/2016,11083,7/5/2016,8/27/2016,72,$423,2.03,None
8664,"STOLI GROUP,(USA) LLC      ",7/20/2016,11084,7/5/2016,8/19/2016,13265,"$88,793",479.48,None
8735,SURVILLE ENTERPRISES CORP  ,7/21/2016,11041,7/3/2016,8/21/2016,100,"$1,079",5.83,None
90056,SWEET BABY VINEYARD        ,7/25/2016,11061,7/4/2016,9/4/2016,560,"$4,724",22.67,None
172662,SWEETWATER FARM         ,7/25/2016,11091,7/6/2016,8/31/2016,18,$375,1.91,None
